doc_id,span_text,best_hpo_id,best_hpo_name,score,method,candidates_json
line13,slowness of movement and a resting trem,HP:0001254,Lethargy,90.0,contains,"[{""hpo_id"": ""HP:0001254"", ""name"": ""Lethargy"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0002067"", ""name"": ""Bradykinesia"", ""score"": 87.8, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000878"", ""name"": ""11 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001501"", ""name"": ""6 metacarpals"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0004691"", ""name"": ""2-3 toe syndactyly"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011224"", ""name"": ""Ablepharon"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030300"", ""name"": ""10 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line14,an atypical thalamic sign,HP:0001658,Myocardial infarction,90.0,contains,"[{""hpo_id"": ""HP:0001658"", ""name"": ""Myocardial infarction"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0011856"", ""name"": ""Pica"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000061"", ""name"": ""Ambiguous genitalia, female"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000609"", ""name"": ""Optic nerve hypoplasia"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001062"", ""name"": ""Atypical nevus"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001074"", ""name"": ""Atypical nevi in non-sun exposed areas"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001631"", ""name"": ""Atrial septal defect"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0003487"", ""name"": ""Babinski sign"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line15,a pediatric-onset disorder,HP:0003674,Onset,90.0,contains,"[{""hpo_id"": ""HP:0003674"", ""name"": ""Onset"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000271"", ""name"": ""Abnormality of the face"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000567"", ""name"": ""Chorioretinal coloboma"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000944"", ""name"": ""Abnormal metaphysis morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002953"", ""name"": ""Vertebral compression fracture"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0005688"", ""name"": ""Dysplastic distal thumb phalanges with a central hole"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007018"", ""name"": ""Attention deficit hyperactivity disorder"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line16,a clinical syndrome resembling Parkinson's dis,HP:0031353,Otitis media with effusion,90.0,contains,"[{""hpo_id"": ""HP:0031353"", ""name"": ""Otitis media with effusion"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000528"", ""name"": ""Anophthalmia"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000567"", ""name"": ""Chorioretinal coloboma"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000840"", ""name"": ""Adrenogenital syndrome"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001592"", ""name"": ""Selective tooth agenesis"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007462"", ""name"": ""Bitot spots of the conjunctiva"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007616"", ""name"": ""Nevus flammeus nuchae"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line18,a pediatric-onset disorder,HP:0003674,Onset,90.0,contains,"[{""hpo_id"": ""HP:0003674"", ""name"": ""Onset"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000271"", ""name"": ""Abnormality of the face"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000567"", ""name"": ""Chorioretinal coloboma"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000944"", ""name"": ""Abnormal metaphysis morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002953"", ""name"": ""Vertebral compression fracture"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0005688"", ""name"": ""Dysplastic distal thumb phalanges with a central hole"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007018"", ""name"": ""Attention deficit hyperactivity disorder"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line19, atypical thalamic signal,HP:0001658,Myocardial infarction,90.0,contains,"[{""hpo_id"": ""HP:0001658"", ""name"": ""Myocardial infarction"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0011856"", ""name"": ""Pica"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000061"", ""name"": ""Ambiguous genitalia, female"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001062"", ""name"": ""Atypical nevus"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001074"", ""name"": ""Atypical nevi in non-sun exposed areas"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007270"", ""name"": ""Atypical absence seizure"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012691"", ""name"": ""Focal T2 hypointense thalamic lesion"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012692"", ""name"": ""Focal T2 hyperintense thalamic lesion"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line21,a late-onset variant of the condition,HP:0003674,Onset,90.0,contains,"[{""hpo_id"": ""HP:0003674"", ""name"": ""Onset"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000363"", ""name"": ""Abnormal earlobe morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000377"", ""name"": ""Abnormal pinna morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000650"", ""name"": ""Abnormal amplitude of pattern reversal visual evoked potentials"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000878"", ""name"": ""11 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001501"", ""name"": ""6 metacarpals"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002656"", ""name"": ""Epiphyseal dysplasia"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line25,clinical syndrome resembling Parkinson's disea,HP:0031353,Otitis media with effusion,90.0,contains,"[{""hpo_id"": ""HP:0031353"", ""name"": ""Otitis media with effusion"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000528"", ""name"": ""Anophthalmia"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000840"", ""name"": ""Adrenogenital syndrome"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0005203"", ""name"": ""Spontaneous esophageal perforation"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007462"", ""name"": ""Bitot spots of the conjunctiva"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007616"", ""name"": ""Nevus flammeus nuchae"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0008207"", ""name"": ""Primary adrenal insufficiency"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0010628"", ""name"": ""Facial palsy"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line27,an atypical thalamic sign,HP:0001658,Myocardial infarction,90.0,contains,"[{""hpo_id"": ""HP:0001658"", ""name"": ""Myocardial infarction"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0011856"", ""name"": ""Pica"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000061"", ""name"": ""Ambiguous genitalia, female"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000609"", ""name"": ""Optic nerve hypoplasia"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001062"", ""name"": ""Atypical nevus"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001074"", ""name"": ""Atypical nevi in non-sun exposed areas"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001631"", ""name"": ""Atrial septal defect"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0003487"", ""name"": ""Babinski sign"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line28,nd an atypical thalamic s,HP:0001658,Myocardial infarction,90.0,contains,"[{""hpo_id"": ""HP:0001658"", ""name"": ""Myocardial infarction"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0011856"", ""name"": ""Pica"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000061"", ""name"": ""Ambiguous genitalia, female"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001062"", ""name"": ""Atypical nevus"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001074"", ""name"": ""Atypical nevi in non-sun exposed areas"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001631"", ""name"": ""Atrial septal defect"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002427"", ""name"": ""Expressive aphasia"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007270"", ""name"": ""Atypical absence seizure"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line29,lateral ptosis a,HP:0000508,Ptosis,90.0,contains,"[{""hpo_id"": ""HP:0000508"", ""name"": ""Ptosis"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0001370"", ""name"": ""Rheumatoid arthritis"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0025275"", ""name"": ""Lateral"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0001488"", ""name"": ""Bilateral ptosis"", ""score"": 87.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000690"", ""name"": ""Agenesis of maxillary lateral incisor"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000944"", ""name"": ""Abnormal metaphysis morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0006290"", ""name"": ""Discolored lateral incisors"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line30, atypical thalamic signal,HP:0001658,Myocardial infarction,90.0,contains,"[{""hpo_id"": ""HP:0001658"", ""name"": ""Myocardial infarction"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0011856"", ""name"": ""Pica"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000061"", ""name"": ""Ambiguous genitalia, female"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001062"", ""name"": ""Atypical nevus"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001074"", ""name"": ""Atypical nevi in non-sun exposed areas"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007270"", ""name"": ""Atypical absence seizure"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012691"", ""name"": ""Focal T2 hypointense thalamic lesion"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012692"", ""name"": ""Focal T2 hyperintense thalamic lesion"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line31,a pediatric-onset disorder,HP:0003674,Onset,90.0,contains,"[{""hpo_id"": ""HP:0003674"", ""name"": ""Onset"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000271"", ""name"": ""Abnormality of the face"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000567"", ""name"": ""Chorioretinal coloboma"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000944"", ""name"": ""Abnormal metaphysis morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002953"", ""name"": ""Vertebral compression fracture"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0005688"", ""name"": ""Dysplastic distal thumb phalanges with a central hole"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007018"", ""name"": ""Attention deficit hyperactivity disorder"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line32,a clinical syndrome resembling Parkinson's dis,HP:0031353,Otitis media with effusion,90.0,contains,"[{""hpo_id"": ""HP:0031353"", ""name"": ""Otitis media with effusion"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000528"", ""name"": ""Anophthalmia"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000567"", ""name"": ""Chorioretinal coloboma"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000840"", ""name"": ""Adrenogenital syndrome"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001592"", ""name"": ""Selective tooth agenesis"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007462"", ""name"": ""Bitot spots of the conjunctiva"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007616"", ""name"": ""Nevus flammeus nuchae"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line32,and an atypical thalamic ,HP:0001658,Myocardial infarction,90.0,contains,"[{""hpo_id"": ""HP:0001658"", ""name"": ""Myocardial infarction"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0011856"", ""name"": ""Pica"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000143"", ""name"": ""Rectovaginal fistula"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001631"", ""name"": ""Atrial septal defect"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001871"", ""name"": ""Abnormality of blood and blood-forming tissues"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002575"", ""name"": ""Tracheoesophageal fistula"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002656"", ""name"": ""Epiphyseal dysplasia"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0003339"", ""name"": ""Pyrimidine-responsive megaloblastic anemia"", ""score"": 85.5, ""method"": ""fuzzy""}]"
