doc_id,span_text,best_hpo_id,best_hpo_name,score,method,candidates_json
line27,a seizure,HP:0001250,Seizure,95.0,fuzzy,"[{""hpo_id"": ""HP:0001250"", ""name"": ""Seizure"", ""score"": 95.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0032678"", ""name"": ""Eyelid myoclonia seizure"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000944"", ""name"": ""Abnormal metaphysis morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001592"", ""name"": ""Selective tooth agenesis"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002069"", ""name"": ""Bilateral tonic-clonic seizure"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002121"", ""name"": ""Generalized non-motor (absence) seizure"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007193"", ""name"": ""Bilateral tonic-clonic seizure on awakening"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007270"", ""name"": ""Atypical absence seizure"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line30,drooping of both upper eyelids,HP:0001488,Bilateral ptosis,100.0,exact_key,"[{""hpo_id"": ""HP:0001488"", ""name"": ""Bilateral ptosis"", ""score"": 100.0, ""method"": ""exact_key""}, {""hpo_id"": ""HP:0007911"", ""name"": ""Congenital bilateral ptosis"", ""score"": 95.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0500001"", ""name"": ""Body odor"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0007687"", ""name"": ""Unilateral ptosis"", ""score"": 86.21, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000483"", ""name"": ""Astigmatism"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000650"", ""name"": ""Abnormal amplitude of pattern reversal visual evoked potentials"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000878"", ""name"": ""11 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001501"", ""name"": ""6 metacarpals"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line31,drooping of both upper eyelids,HP:0001488,Bilateral ptosis,100.0,exact_key,"[{""hpo_id"": ""HP:0001488"", ""name"": ""Bilateral ptosis"", ""score"": 100.0, ""method"": ""exact_key""}, {""hpo_id"": ""HP:0007911"", ""name"": ""Congenital bilateral ptosis"", ""score"": 95.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0500001"", ""name"": ""Body odor"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0007687"", ""name"": ""Unilateral ptosis"", ""score"": 86.21, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000483"", ""name"": ""Astigmatism"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000650"", ""name"": ""Abnormal amplitude of pattern reversal visual evoked potentials"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000878"", ""name"": ""11 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001501"", ""name"": ""6 metacarpals"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line41, adult onset an,HP:0003581,Adult onset,95.0,fuzzy,"[{""hpo_id"": ""HP:0003581"", ""name"": ""Adult onset"", ""score"": 95.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0003674"", ""name"": ""Onset"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000696"", ""name"": ""Delayed eruption of permanent teeth"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000802"", ""name"": ""Impotence"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001631"", ""name"": ""Atrial septal defect"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002636"", ""name"": ""Dilatation of an abdominal artery"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0006337"", ""name"": ""Premature eruption of permanent teeth"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0006349"", ""name"": ""Agenesis of permanent teeth"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line41,increased lactate level,HP:0012644,Increased caudate lactate level,95.0,fuzzy,"[{""hpo_id"": ""HP:0012644"", ""name"": ""Increased caudate lactate level"", ""score"": 95.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012100"", ""name"": ""Abnormal circulating creatinine concentration"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012112"", ""name"": ""Abnormal circulating corticosterone level"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0020182"", ""name"": ""Abnormal circulating A-type atrial natriuretic peptide concentration"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0020198"", ""name"": ""Abnormal circulating 18-hydroxycorticosterone level"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0025045"", ""name"": ""Abnormal brain lactate level by MRS"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0025047"", ""name"": ""Abnormal brain choline level by MRS"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0025049"", ""name"": ""Abnormal brain creatine level by MRS"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line42,increased lactate level,HP:0012644,Increased caudate lactate level,95.0,fuzzy,"[{""hpo_id"": ""HP:0012644"", ""name"": ""Increased caudate lactate level"", ""score"": 95.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012100"", ""name"": ""Abnormal circulating creatinine concentration"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012112"", ""name"": ""Abnormal circulating corticosterone level"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0020182"", ""name"": ""Abnormal circulating A-type atrial natriuretic peptide concentration"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0020198"", ""name"": ""Abnormal circulating 18-hydroxycorticosterone level"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0025045"", ""name"": ""Abnormal brain lactate level by MRS"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0025047"", ""name"": ""Abnormal brain choline level by MRS"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0025049"", ""name"": ""Abnormal brain creatine level by MRS"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line44,parkinsonism,HP:0001300,Parkinsonism,100.0,exact_key,"[{""hpo_id"": ""HP:0001300"", ""name"": ""Parkinsonism"", ""score"": 100.0, ""method"": ""exact_key""}, {""hpo_id"": ""HP:0002548"", ""name"": ""Parkinsonism with favorable response to dopaminergic medication"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0002322"", ""name"": ""Resting tremor"", ""score"": 81.82, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001643"", ""name"": ""Patent ductus arteriosus"", ""score"": 72.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001716"", ""name"": ""Wolff-Parkinson-White syndrome"", ""score"": 67.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0010773"", ""name"": ""Partial anomalous pulmonary venous return"", ""score"": 67.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0100785"", ""name"": ""Insomnia"", ""score"": 67.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002487"", ""name"": ""Hyperkinetic movements"", ""score"": 66.67, ""method"": ""fuzzy""}]"
line53,a seizure,HP:0001250,Seizure,95.0,fuzzy,"[{""hpo_id"": ""HP:0001250"", ""name"": ""Seizure"", ""score"": 95.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0032678"", ""name"": ""Eyelid myoclonia seizure"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000944"", ""name"": ""Abnormal metaphysis morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001592"", ""name"": ""Selective tooth agenesis"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002069"", ""name"": ""Bilateral tonic-clonic seizure"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002121"", ""name"": ""Generalized non-motor (absence) seizure"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007193"", ""name"": ""Bilateral tonic-clonic seizure on awakening"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007270"", ""name"": ""Atypical absence seizure"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line56, an adult onset,HP:0003581,Adult onset,95.0,fuzzy,"[{""hpo_id"": ""HP:0003581"", ""name"": ""Adult onset"", ""score"": 95.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0003674"", ""name"": ""Onset"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000696"", ""name"": ""Delayed eruption of permanent teeth"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000802"", ""name"": ""Impotence"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001631"", ""name"": ""Atrial septal defect"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002636"", ""name"": ""Dilatation of an abdominal artery"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0006337"", ""name"": ""Premature eruption of permanent teeth"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0006349"", ""name"": ""Agenesis of permanent teeth"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line61, abnormal thalamic MRI signal,HP:0012696,Abnormal thalamic MRI signal intensity,95.0,fuzzy,"[{""hpo_id"": ""HP:0012696"", ""name"": ""Abnormal thalamic MRI signal intensity"", ""score"": 95.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001658"", ""name"": ""Myocardial infarction"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0032199"", ""name"": ""Abnormal prothrombin time"", ""score"": 85.71, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000650"", ""name"": ""Abnormal amplitude of pattern reversal visual evoked potentials"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0009738"", ""name"": ""Abnormal antihelix morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0010222"", ""name"": ""Abnormal 3rd metacarpal epiphysis morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0010224"", ""name"": ""Abnormal 4th metacarpal epiphysis morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0010226"", ""name"": ""Abnormal 5th metacarpal epiphysis morphology"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line78,a seizure,HP:0001250,Seizure,95.0,fuzzy,"[{""hpo_id"": ""HP:0001250"", ""name"": ""Seizure"", ""score"": 95.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0032678"", ""name"": ""Eyelid myoclonia seizure"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000944"", ""name"": ""Abnormal metaphysis morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001592"", ""name"": ""Selective tooth agenesis"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002069"", ""name"": ""Bilateral tonic-clonic seizure"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002121"", ""name"": ""Generalized non-motor (absence) seizure"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007193"", ""name"": ""Bilateral tonic-clonic seizure on awakening"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007270"", ""name"": ""Atypical absence seizure"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line80,a seizure,HP:0001250,Seizure,95.0,fuzzy,"[{""hpo_id"": ""HP:0001250"", ""name"": ""Seizure"", ""score"": 95.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0032678"", ""name"": ""Eyelid myoclonia seizure"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000944"", ""name"": ""Abnormal metaphysis morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001592"", ""name"": ""Selective tooth agenesis"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002069"", ""name"": ""Bilateral tonic-clonic seizure"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002121"", ""name"": ""Generalized non-motor (absence) seizure"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007193"", ""name"": ""Bilateral tonic-clonic seizure on awakening"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007270"", ""name"": ""Atypical absence seizure"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line82,bilateral ptosis,HP:0001488,Bilateral ptosis,100.0,exact_key,"[{""hpo_id"": ""HP:0001488"", ""name"": ""Bilateral ptosis"", ""score"": 100.0, ""method"": ""exact_key""}, {""hpo_id"": ""HP:0007687"", ""name"": ""Unilateral ptosis"", ""score"": 90.91, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000508"", ""name"": ""Ptosis"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0001370"", ""name"": ""Rheumatoid arthritis"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0007911"", ""name"": ""Congenital bilateral ptosis"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0012832"", ""name"": ""Bilateral"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0025275"", ""name"": ""Lateral"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000519"", ""name"": ""Developmental cataract"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line85,epilepsy,HP:0001250,Seizure,100.0,exact_key,"[{""hpo_id"": ""HP:0001250"", ""name"": ""Seizure"", ""score"": 100.0, ""method"": ""exact_key""}, {""hpo_id"": ""HP:0002123"", ""name"": ""Generalized myoclonic seizure"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0033258"", ""name"": ""Sudden unexpected death in epilepsy"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0012847"", ""name"": ""Epilepsia partialis continua"", ""score"": 84.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011097"", ""name"": ""Epileptic spasm"", ""score"": 77.14, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011182"", ""name"": ""Interictal epileptiform activity"", ""score"": 77.14, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0033348"", ""name"": ""Epileptic aura"", ""score"": 77.14, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0200134"", ""name"": ""Epileptic encephalopathy"", ""score"": 77.14, ""method"": ""fuzzy""}]"
line89,an adult onset ,HP:0003581,Adult onset,95.0,fuzzy,"[{""hpo_id"": ""HP:0003581"", ""name"": ""Adult onset"", ""score"": 95.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0003674"", ""name"": ""Onset"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000696"", ""name"": ""Delayed eruption of permanent teeth"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000802"", ""name"": ""Impotence"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001631"", ""name"": ""Atrial septal defect"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002636"", ""name"": ""Dilatation of an abdominal artery"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0006337"", ""name"": ""Premature eruption of permanent teeth"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0006349"", ""name"": ""Agenesis of permanent teeth"", ""score"": 85.5, ""method"": ""fuzzy""}]"
