doc_id,span_text,best_hpo_id,best_hpo_name,score,method,candidates_json
line11,unclear or mumbled speech,,,0.0,,"[{""hpo_id"": ""HP:0000235"", ""name"": ""Abnormal cranial suture/fontanelle morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000483"", ""name"": ""Astigmatism"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001194"", ""name"": ""Abnormalities of placenta or umbilical cord"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001197"", ""name"": ""Abnormality of prenatal development or birth"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001315"", ""name"": ""Reduced tendon reflexes"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001344"", ""name"": ""Absent speech"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002167"", ""name"": ""Abnormal speech pattern"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002247"", ""name"": ""Duodenal atresia"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line13,d unclear or mumbled spee,,,0.0,,"[{""hpo_id"": ""HP:0000235"", ""name"": ""Abnormal cranial suture/fontanelle morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000483"", ""name"": ""Astigmatism"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001194"", ""name"": ""Abnormalities of placenta or umbilical cord"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001197"", ""name"": ""Abnormality of prenatal development or birth"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001315"", ""name"": ""Reduced tendon reflexes"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002247"", ""name"": ""Duodenal atresia"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0003366"", ""name"": ""Abnormal femoral neck/head morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0004599"", ""name"": ""Absent or minimally ossified vertebral bodies"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line15,"slurred, consistent with dysarthr",,,0.0,,"[{""hpo_id"": ""HP:0000019"", ""name"": ""Urinary hesitancy"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000695"", ""name"": ""Natal tooth"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0005005"", ""name"": ""Femoral bowing present at birth, straightening with time"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0008483"", ""name"": ""Cervical vertebral bodies with decreased anteroposterior diameter"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0009878"", ""name"": ""Cerebellar ataxia associated with quadrupedal gait"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011146"", ""name"": ""Dialeptic seizure"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011542"", ""name"": ""Criss-cross atrioventricular valves with superior-inferior ventricles"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011550"", ""name"": ""Biventricular heart with straddling right sided atrioventricular valve and absent left sided atrioventricular connection"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line15,d hyperlactate,,,0.0,,"[{""hpo_id"": ""HP:0008338"", ""name"": ""Partial functional complement factor D deficiency"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0033027"", ""name"": ""Retinal peau d'orange"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0033182"", ""name"": ""Increased circulating cathepsin D level"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0034233"", ""name"": ""Disc kidney"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0100511"", ""name"": ""Abnormality of vitamin D metabolism"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0100512"", ""name"": ""Decreased circulating vitamin D concentration"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:4000131"", ""name"": ""Ameliorated by vitamin D"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:4000192"", ""name"": ""Reduced leukocyte cathepsin D activity"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line16,wed a parkinsonian syn,,,0.0,,"[{""hpo_id"": ""HP:0000567"", ""name"": ""Chorioretinal coloboma"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000802"", ""name"": ""Impotence"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000944"", ""name"": ""Abnormal metaphysis morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001592"", ""name"": ""Selective tooth agenesis"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002953"", ""name"": ""Vertebral compression fracture"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0003025"", ""name"": ""Metaphyseal irregularity"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0003051"", ""name"": ""Enlarged metaphyses"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line16, and a buildup of lactate in his bloods,,,0.0,,"[{""hpo_id"": ""HP:0000650"", ""name"": ""Abnormal amplitude of pattern reversal visual evoked potentials"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000878"", ""name"": ""11 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001501"", ""name"": ""6 metacarpals"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0004691"", ""name"": ""2-3 toe syndactyly"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011224"", ""name"": ""Ablepharon"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012258"", ""name"": ""Abnormal axonemal organization of respiratory motile cilia"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030300"", ""name"": ""10 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line17,condition that affects the muscles used for speech ,,,0.0,,"[{""hpo_id"": ""HP:0001167"", ""name"": ""Abnormal finger morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001385"", ""name"": ""Hip dysplasia"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001421"", ""name"": ""Abnormality of the musculature of the hand"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001430"", ""name"": ""Abnormal calf musculature morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001436"", ""name"": ""Abnormality of the foot musculature"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001441"", ""name"": ""Abnormality thigh musculature morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001446"", ""name"": ""Abnormality of the musculature of the upper limbs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001963"", ""name"": ""Abnormal speech discrimination"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line18,motor speech difficulti,,,0.0,,"[{""hpo_id"": ""HP:0000750"", ""name"": ""Delayed speech and language development"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001270"", ""name"": ""Motor delay"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001344"", ""name"": ""Absent speech"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002071"", ""name"": ""Abnormality of extrapyramidal motor function"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002127"", ""name"": ""Abnormal upper motor neuron morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002167"", ""name"": ""Abnormal speech pattern"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002194"", ""name"": ""Delayed gross motor development"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002366"", ""name"": ""Abnormal lower motor neuron morphology"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line19,signs of parkinsonis,,,0.0,,"[{""hpo_id"": ""HP:0001300"", ""name"": ""Parkinsonism"", ""score"": 86.09, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000141"", ""name"": ""Amenorrhea"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000650"", ""name"": ""Abnormal amplitude of pattern reversal visual evoked potentials"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0004307"", ""name"": ""Abnormal anatomic location of the heart"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0008066"", ""name"": ""Abnormal blistering of the skin"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0009164"", ""name"": ""Abnormal calcification of the carpal bones"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011044"", ""name"": ""Abnormal number of permanent teeth"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011587"", ""name"": ""Abnormal branching pattern of the aortic arch"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line20,an increased lactate le,,,0.0,,"[{""hpo_id"": ""HP:0000287"", ""name"": ""Increased facial adipose tissue"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000468"", ""name"": ""Increased adipose tissue around the neck"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001631"", ""name"": ""Atrial septal defect"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002151"", ""name"": ""Increased circulating lactate concentration"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002922"", ""name"": ""Increased CSF protein concentration"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0004581"", ""name"": ""Increased anterior vertebral height"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0005253"", ""name"": ""Increased anterioposterior diameter of thorax"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012707"", ""name"": ""Elevated brain lactate level by MRS"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line20,"nd slurred, consistent with dysar",,,0.0,,"[{""hpo_id"": ""HP:0000019"", ""name"": ""Urinary hesitancy"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000695"", ""name"": ""Natal tooth"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0005005"", ""name"": ""Femoral bowing present at birth, straightening with time"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0008483"", ""name"": ""Cervical vertebral bodies with decreased anteroposterior diameter"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0009878"", ""name"": ""Cerebellar ataxia associated with quadrupedal gait"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011146"", ""name"": ""Dialeptic seizure"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011542"", ""name"": ""Criss-cross atrioventricular valves with superior-inferior ventricles"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011550"", ""name"": ""Biventricular heart with straddling right sided atrioventricular valve and absent left sided atrioventricular connection"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line21,an increased lactate le,,,0.0,,"[{""hpo_id"": ""HP:0000287"", ""name"": ""Increased facial adipose tissue"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000468"", ""name"": ""Increased adipose tissue around the neck"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001631"", ""name"": ""Atrial septal defect"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002151"", ""name"": ""Increased circulating lactate concentration"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002922"", ""name"": ""Increased CSF protein concentration"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0004581"", ""name"": ""Increased anterior vertebral height"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0005253"", ""name"": ""Increased anterioposterior diameter of thorax"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012707"", ""name"": ""Elevated brain lactate level by MRS"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line21,nd hyperlactat,,,0.0,,"[{""hpo_id"": ""HP:0012758"", ""name"": ""Neurodevelopmental delay"", ""score"": 72.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0045005"", ""name"": ""Neural tube defect"", ""score"": 72.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011997"", ""name"": ""Postprandial hyperlactemia"", ""score"": 70.71, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002490"", ""name"": ""Increased CSF lactate"", ""score"": 68.75, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011540"", ""name"": ""Congenitally corrected transposition of the great arteries"", ""score"": 67.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:6001235"", ""name"": ""Anti-Saccharomyces cerevisiae antibodies"", ""score"": 67.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000752"", ""name"": ""Hyperactivity"", ""score"": 66.67, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0008208"", ""name"": ""Parathyroid hyperplasia"", ""score"": 66.67, ""method"": ""fuzzy""}]"
line22,an increased lactate le,,,0.0,,"[{""hpo_id"": ""HP:0000287"", ""name"": ""Increased facial adipose tissue"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000468"", ""name"": ""Increased adipose tissue around the neck"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001631"", ""name"": ""Atrial septal defect"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002151"", ""name"": ""Increased circulating lactate concentration"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002922"", ""name"": ""Increased CSF protein concentration"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0004581"", ""name"": ""Increased anterior vertebral height"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0005253"", ""name"": ""Increased anterioposterior diameter of thorax"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012707"", ""name"": ""Elevated brain lactate level by MRS"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line22,th a buildup of lactate in his bloodstr,,,0.0,,"[{""hpo_id"": ""HP:0000878"", ""name"": ""11 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001501"", ""name"": ""6 metacarpals"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0004691"", ""name"": ""2-3 toe syndactyly"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011224"", ""name"": ""Ablepharon"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030300"", ""name"": ""10 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030476"", ""name"": ""Abnormal amplitude of dark-adapted dim flash electroretinogram"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030478"", ""name"": ""Abnormal amplitude of dark-adapted bright flash electroretinogram"", ""score"": 85.5, ""method"": ""fuzzy""}]"
