doc_id,span_text,best_hpo_id,best_hpo_name,score,method,candidates_json
line5,d slowness of movement and a resting tr,HP:0001254,Lethargy,90.0,contains,"[{""hpo_id"": ""HP:0001254"", ""name"": ""Lethargy"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0002067"", ""name"": ""Bradykinesia"", ""score"": 85.71, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000878"", ""name"": ""11 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001501"", ""name"": ""6 metacarpals"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0004691"", ""name"": ""2-3 toe syndactyly"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011224"", ""name"": ""Ablepharon"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030300"", ""name"": ""10 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line6,a pediatric-onset disorder,HP:0003674,Onset,90.0,contains,"[{""hpo_id"": ""HP:0003674"", ""name"": ""Onset"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000271"", ""name"": ""Abnormality of the face"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000567"", ""name"": ""Chorioretinal coloboma"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000944"", ""name"": ""Abnormal metaphysis morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002953"", ""name"": ""Vertebral compression fracture"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0005688"", ""name"": ""Dysplastic distal thumb phalanges with a central hole"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007018"", ""name"": ""Attention deficit hyperactivity disorder"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line6,"slurred, consistent with dysarthr",,,0.0,,"[{""hpo_id"": ""HP:0000019"", ""name"": ""Urinary hesitancy"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000695"", ""name"": ""Natal tooth"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0005005"", ""name"": ""Femoral bowing present at birth, straightening with time"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0008483"", ""name"": ""Cervical vertebral bodies with decreased anteroposterior diameter"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0009878"", ""name"": ""Cerebellar ataxia associated with quadrupedal gait"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011146"", ""name"": ""Dialeptic seizure"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011542"", ""name"": ""Criss-cross atrioventricular valves with superior-inferior ventricles"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011550"", ""name"": ""Biventricular heart with straddling right sided atrioventricular valve and absent left sided atrioventricular connection"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line6,d a buildup of lactate in his bloodstre,,,0.0,,"[{""hpo_id"": ""HP:0000878"", ""name"": ""11 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001501"", ""name"": ""6 metacarpals"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0004691"", ""name"": ""2-3 toe syndactyly"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011224"", ""name"": ""Ablepharon"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030300"", ""name"": ""10 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030476"", ""name"": ""Abnormal amplitude of dark-adapted dim flash electroretinogram"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030478"", ""name"": ""Abnormal amplitude of dark-adapted bright flash electroretinogram"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line7,buildup of lactate in his bloodstream a,,,0.0,,"[{""hpo_id"": ""HP:0000878"", ""name"": ""11 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001501"", ""name"": ""6 metacarpals"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0004691"", ""name"": ""2-3 toe syndactyly"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011224"", ""name"": ""Ablepharon"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030300"", ""name"": ""10 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030476"", ""name"": ""Abnormal amplitude of dark-adapted dim flash electroretinogram"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030478"", ""name"": ""Abnormal amplitude of dark-adapted bright flash electroretinogram"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line7,clinical syndrome resembling Parkinson's disea,HP:0031353,Otitis media with effusion,90.0,contains,"[{""hpo_id"": ""HP:0031353"", ""name"": ""Otitis media with effusion"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000528"", ""name"": ""Anophthalmia"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000840"", ""name"": ""Adrenogenital syndrome"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0005203"", ""name"": ""Spontaneous esophageal perforation"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007462"", ""name"": ""Bitot spots of the conjunctiva"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007616"", ""name"": ""Nevus flammeus nuchae"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0008207"", ""name"": ""Primary adrenal insufficiency"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0010628"", ""name"": ""Facial palsy"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line8,an increased lactate le,,,0.0,,"[{""hpo_id"": ""HP:0000287"", ""name"": ""Increased facial adipose tissue"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000468"", ""name"": ""Increased adipose tissue around the neck"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001631"", ""name"": ""Atrial septal defect"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002151"", ""name"": ""Increased circulating lactate concentration"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002922"", ""name"": ""Increased CSF protein concentration"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0004581"", ""name"": ""Increased anterior vertebral height"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0005253"", ""name"": ""Increased anterioposterior diameter of thorax"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012707"", ""name"": ""Elevated brain lactate level by MRS"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line8,ed a buildup of lactate in his bloodstr,,,0.0,,"[{""hpo_id"": ""HP:0000878"", ""name"": ""11 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001501"", ""name"": ""6 metacarpals"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0004691"", ""name"": ""2-3 toe syndactyly"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011224"", ""name"": ""Ablepharon"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030300"", ""name"": ""10 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030476"", ""name"": ""Abnormal amplitude of dark-adapted dim flash electroretinogram"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030478"", ""name"": ""Abnormal amplitude of dark-adapted bright flash electroretinogram"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line9,eatures of parkinsonis,,,0.0,,"[{""hpo_id"": ""HP:0001300"", ""name"": ""Parkinsonism"", ""score"": 86.09, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000650"", ""name"": ""Abnormal amplitude of pattern reversal visual evoked potentials"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0004307"", ""name"": ""Abnormal anatomic location of the heart"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0009164"", ""name"": ""Abnormal calcification of the carpal bones"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011044"", ""name"": ""Abnormal number of permanent teeth"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011587"", ""name"": ""Abnormal branching pattern of the aortic arch"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011922"", ""name"": ""Abnormal activity of mitochondrial respiratory chain"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012258"", ""name"": ""Abnormal axonemal organization of respiratory motile cilia"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line9, a buildup of lactate in his bloodstrea,,,0.0,,"[{""hpo_id"": ""HP:0000650"", ""name"": ""Abnormal amplitude of pattern reversal visual evoked potentials"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000878"", ""name"": ""11 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001501"", ""name"": ""6 metacarpals"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0004691"", ""name"": ""2-3 toe syndactyly"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0011224"", ""name"": ""Ablepharon"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012258"", ""name"": ""Abnormal axonemal organization of respiratory motile cilia"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0030300"", ""name"": ""10 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line10,a pediatric-onset disorder,HP:0003674,Onset,90.0,contains,"[{""hpo_id"": ""HP:0003674"", ""name"": ""Onset"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000271"", ""name"": ""Abnormality of the face"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000567"", ""name"": ""Chorioretinal coloboma"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000944"", ""name"": ""Abnormal metaphysis morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002953"", ""name"": ""Vertebral compression fracture"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0005688"", ""name"": ""Dysplastic distal thumb phalanges with a central hole"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007018"", ""name"": ""Attention deficit hyperactivity disorder"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line10,a deficiency in cytochrome c oxidase ,HP:0003688,Cytochrome C oxidase-negative muscle fibers,92.29,fuzzy,"[{""hpo_id"": ""HP:0003688"", ""name"": ""Cytochrome C oxidase-negative muscle fibers"", ""score"": 92.29, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0031353"", ""name"": ""Otitis media with effusion"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0002330"", ""name"": ""Paroxysmal drowsiness"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0002656"", ""name"": ""Epiphyseal dysplasia"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0003907"", ""name"": ""Abnormal humeral metaphysis morphology"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0010598"", ""name"": ""Abnormality of the proximal humeral epiphysis"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0010599"", ""name"": ""Abnormality of the distal humeral epiphysis"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012145"", ""name"": ""Abnormality of multiple cell lineages in the bone marrow"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line10,n atypical thalamic signa,HP:0001658,Myocardial infarction,90.0,contains,"[{""hpo_id"": ""HP:0001658"", ""name"": ""Myocardial infarction"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0011856"", ""name"": ""Pica"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0000061"", ""name"": ""Ambiguous genitalia, female"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001062"", ""name"": ""Atypical nevus"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001074"", ""name"": ""Atypical nevi in non-sun exposed areas"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0007270"", ""name"": ""Atypical absence seizure"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0012696"", ""name"": ""Abnormal thalamic MRI signal intensity"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0025040"", ""name"": ""Thalamic edema"", ""score"": 85.5, ""method"": ""fuzzy""}]"
line11,drooping of both upper eyelids,HP:0001488,Bilateral ptosis,100.0,exact_key,"[{""hpo_id"": ""HP:0001488"", ""name"": ""Bilateral ptosis"", ""score"": 100.0, ""method"": ""exact_key""}, {""hpo_id"": ""HP:0007911"", ""name"": ""Congenital bilateral ptosis"", ""score"": 95.0, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0500001"", ""name"": ""Body odor"", ""score"": 90.0, ""method"": ""contains""}, {""hpo_id"": ""HP:0007687"", ""name"": ""Unilateral ptosis"", ""score"": 86.21, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000483"", ""name"": ""Astigmatism"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000650"", ""name"": ""Abnormal amplitude of pattern reversal visual evoked potentials"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0000878"", ""name"": ""11 pairs of ribs"", ""score"": 85.5, ""method"": ""fuzzy""}, {""hpo_id"": ""HP:0001501"", ""name"": ""6 metacarpals"", ""score"": 85.5, ""method"": ""fuzzy""}]"
